resultado;entrada;computacao;entrada_saida;usuario;sistema
1;8439025;1278234.00000;1277860.00000;1226306.00000;51928.00000
91;71571600;11363484.00000;11363044.00000;11023500.00000;339984.00000
1;38526849;8287550.00000;8287607.00000;8119560.00000;167990.00000
332;60918025;13515915.00000;13515858.00000;13236000.00000;279915.00000
126;13024881;1942303.00000;1942094.00000;1890242.00000;52061.00000
1;12769;2929.00000;2442.00000;2929.00000;0.00000
1;23319241;3575957.00000;3575646.00000;3479959.00000;95998.00000
1;133225;23476.00000;22883.00000;23476.00000;0.00000
1;88284816;14018733.00000;14018939.00000;13694763.00000;323970.00000
131;50708641;10334510.00000;10334922.00000;10078547.00000;255963.00000
